TOP,SCORE,ARM_CODART,ART_NOMBRE,PRINCIPIO_ACTIVO,FRACCION_MEDINA,COD_PROD_DIGEMID,NOMBRE_DIGEMID,CONCENT_DIGEMID,IFA_DIGEMID,FRACCION_DIGEMID
3,0.8008,2590547.0,CEFALEXINA 500mg (FALEXIN) x 100 CAP - TERBOL,<NINGUNO>,100.0,41548,CEFALEXINA,500 mg,CEFALEXINA MONOHIDRATO,100
1,0.8537,2590654.0,CEFADROXILO 500mg x 10 CAP (CEFOTRIX) - TERBOL,CEFADROXILO 500MG.TABLETAS,10.0,43823,CEFADROXILO,500 mg,CEFADROXILO MONOHIDRATO,50
2,0.8537,2590654.0,CEFADROXILO 500mg x 10 CAP (CEFOTRIX) - TERBOL,CEFADROXILO 500MG.TABLETAS,10.0,45738,CEFADROXILO,500 mg,CEFADROXILO MONOHIDRATO,100
3,0.8537,2590654.0,CEFADROXILO 500mg x 10 CAP (CEFOTRIX) - TERBOL,CEFADROXILO 500MG.TABLETAS,10.0,51668,CEFADROXILO,500 mg,CEFADROXILO MONOHIDRATO,100
1,0.8438,2591019.0,TELDANE 120mg CAJA x 10 TABLETAS,<NINGUNO>,10.0,45151,TELDANE,180 mg,FEXOFENADINA CLORHIDRATO,10
1,0.8556,2591554.0,DEFLAZACORT 30mg x 10 TAB - IQFARMA,<NINGUNO>,10.0,41552,DEFLAZACORT,30 mg,DEFLAZACORT,10
1,1.0323,2592668.0,OMEPRAZOL 40mg (ACIPRAL) x  10 AMP - INTIPHARMA,OMEPRAZOL AMP,10.0,55015,ACIPRAL,40 mg,OMEPRAZOL SODICO,10
2,0.9778,2592668.0,OMEPRAZOL 40mg (ACIPRAL) x  10 AMP - INTIPHARMA,OMEPRAZOL AMP,10.0,53208,OMEPRAZOL,40 mg,OMEPRAZOL,10
3,0.9333,2592668.0,OMEPRAZOL 40mg (ACIPRAL) x  10 AMP - INTIPHARMA,OMEPRAZOL AMP,10.0,37114,OMEPRAZOL,20 mg,OMEPRAZOL,10
1,0.9495,2593782.0,IBUPROFENO 400mg TAB x 100 - SHERFARMA,<NINGUNO>,100.0,54990,IBUPROFENO,400 mg,IBUPROFENO,100
2,0.8495,2593782.0,IBUPROFENO 400mg TAB x 100 - SHERFARMA,<NINGUNO>,100.0,37877,IBUPROFENO,400 mg,IBUPROFENO,100
3,0.8495,2593782.0,IBUPROFENO 400mg TAB x 100 - SHERFARMA,<NINGUNO>,100.0,40876,IBUPROFENO,400 mg,IBUPROFENO,100
1,0.8812,2594575.0,RYNAT D 0.05% SOL NASAL - FCO 15ml,<NINGUNO>,1.0,35551,RYNAT D,0.05 %,OXIMETAZOLINA CLORHIDRATO,1
2,0.8812,2594575.0,RYNAT D 0.05% SOL NASAL - FCO 15ml,<NINGUNO>,1.0,40596,RYNAT D,0.05 %,OXIMETAZOLINA CLORHIDRATO,1
3,0.8812,2594575.0,RYNAT D 0.05% SOL NASAL - FCO 15ml,<NINGUNO>,1.0,60003,RYNAT D,0.05 %,OXIMETAZOLINA CLORHIDRATO,1
1,0.8706,2594682.0,VERTINER 24mg x 30 TAB,<NINGUNO>,30.0,51203,VERTINER,24 mg,DICLORHIDRATO DE BETAHISTINA,30
1,0.8903,2594903.0,LOSARTAN 50mg x 30 TAB - EUROFARMA,<NINGUNO>,30.0,52314,LOSARTAN,50 mg,LOSARTAN POTASICO,30
2,0.8903,2594903.0,LOSARTAN 50mg x 30 TAB - EUROFARMA,<NINGUNO>,30.0,55343,LOSARTAN,50 mg,LOSARTAN POTASICO,30
1,0.9,2595047.0,D-SPIERTO 100mg x 100 TAB - SHERFARMA,<NINGUNO>,100.0,55581,D'SPIERTO,100 mg,CAFEINA ANHIDRA,100
1,0.8814,2595368.0,XALAR 5mg CAJA x 90 TABLETAS,<NINGUNO>,90.0,48757,XALAR,5 mg,MONTELUKAST SODICO,90
2,0.81,2595368.0,XALAR 5mg CAJA x 90 TABLETAS,<NINGUNO>,90.0,49653,XALAR,10 mg,MONTELUKAST SODICO,90
1,0.8556,2595796.0,ESOMEPRAZOL 20mg x 30 TAB - BONAPHARM,<NINGUNO>,30.0,40258,ESOMEPRAZOL,20 mg,ESOMEPRAZOL,30
2,0.8556,2595796.0,ESOMEPRAZOL 20mg x 30 TAB - BONAPHARM,<NINGUNO>,30.0,40703,ESOMEPRAZOL,20 mg,ESOMEPRAZOL,30
3,0.8228,2595796.0,ESOMEPRAZOL 20mg x 30 TAB - BONAPHARM,<NINGUNO>,30.0,40704,ESOMEPRAZOL,40 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,30
1,0.8673,2595910.0,ESOMEPRAZOL 20mg x 30 TAB - PORTUGAL,<NINGUNO>,30.0,46732,ESOMEPRAZOL,20 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,30
2,0.8673,2595910.0,ESOMEPRAZOL 20mg x 30 TAB - PORTUGAL,<NINGUNO>,30.0,57480,ESOMEPRAZOL,20 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,30
1,0.925,2596696.0,YODOPOVIDONA ESPUMA 7.5% FCO x 120ml (ALKOYODO),<NINGUNO>,1.0,41074,ALKOYODO ESPUMA,7.5 %,YODO POVIDONA,1
2,0.925,2596696.0,YODOPOVIDONA ESPUMA 7.5% FCO x 120ml (ALKOYODO),<NINGUNO>,1.0,41075,ALKOYODO ESPUMA,7.5 %,YODO POVIDONA,1
3,0.925,2596696.0,YODOPOVIDONA ESPUMA 7.5% FCO x 120ml (ALKOYODO),<NINGUNO>,1.0,42037,ALKOYODO ESPUMA,7.5 %,YODO POVIDONA,1
1,0.8492,2596703.0,DEFLAZACORT 6mg x 10 TAB - IQFARMA,<NINGUNO>,10.0,44375,DEFLAZACORT,6 mg,DEFLAZACORT,10
1,0.9346,2596810.0,DIGOXINA 0.25mg x 100 TAB - IQFARMA,<NINGUNO>,100.0,51672,DIGOXINA,0.25 mg,DIGOXINA,100
2,0.8846,2596810.0,DIGOXINA 0.25mg x 100 TAB - IQFARMA,<NINGUNO>,100.0,37265,DIGOXINA,0.25 mg,DIGOXINA,500
1,0.8111,2597168.0,CIRCULASS RAPID 50mg x 4 TAB - SHERFARMA,<NINGUNO>,4.0,55582,CIRCULASS RAPID,50 mg,SILDENAFILO,4
1,0.8086,2597603.0,COMBIZYM 24mg+220mg x 20 GRAGEAS,<NINGUNO>,20.0,50437,COMBIZYM,24 mg + 220 mg,PANCREATINA + EXTRACTO DE ASPERGILLUS ORYZAE,20
1,0.8214,2598610.0,GLUCONATO DE CALCIO 10%/10ml x 25 AMP - JPS,<NINGUNO>,25.0,27425,GLUCONATO DE CALCIO,10 %,CALCIO GLUCONATO MONOHIDRATO,25
2,0.8214,2598610.0,GLUCONATO DE CALCIO 10%/10ml x 25 AMP - JPS,<NINGUNO>,25.0,54353,GLUCONATO DE CALCIO,10 %,CALCIO GLUCONATO MONOHIDRATO,25
3,0.8214,2598610.0,GLUCONATO DE CALCIO 10%/10ml x 25 AMP - JPS,<NINGUNO>,25.0,57901,GLUCONATO DE CALCIO,10 %,CALCIO GLUCONATO MONOHIDRATO,25
1,0.81,2599182.0,DICLOFAST FORTE GEL 2% TBO x 50gr,<NINGUNO>,1.0,53707,DICLOFAST® FORTE,2 %,DICLOFENACO SODICO,1
1,0.9778,2600919.0,PRED-XOLONA 50mg x 100 TABLETAS,PREDNISONA 50MG -TABLETA,100.0,52801,PRED- XOLONA,50 mg,PREDNISONA,100
1,0.8559,2601712.0,LOPERAMIDA 2mg x 100 TAB - PORTUGAL,<NINGUNO>,100.0,50702,LOPERAMIDA,2 mg,LOPERAMIDA CLORHIDRATO,100
1,0.8475,2601819.0,HIERRO 90mg + ACIDO FOLICO 1mg - PORTUGAL,<NINGUNO>,30.0,55987,HIERRO + ACIDO FOLICO,90 mg + 1 mg,ACIDO FOLICO + SULFATO FERROSO SECO,30
1,0.8429,2603619.0,ISOSORBIDA DINITRATO 10mg x 20Tab - FARMINDUSTRIA,<NINGUNO>,20.0,45632,DINITRATO DE ISOSORBIDA,10 mg,DINITRATO DE ISOSORBIDA,20
1,0.8576,2604412.0,FISIOFER 40mg/15ml CAJA x 10 AMPOLLAS BEBIBLES,<NINGUNO>,10.0,42189,FISIOFER,40 mg/ 15 mL,PROTEINSUCCINATO DE HIERRO (III),10
2,0.8076,2604412.0,FISIOFER 40mg/15ml CAJA x 10 AMPOLLAS BEBIBLES,<NINGUNO>,10.0,47077,FISIOFER,40 mg/ 15 mL,PROTEINSUCCINATO DE HIERRO (III),1
1,0.8596,2604626.0,PARACETAMOL 500mg x 100 TAB - LUSA,<NINGUNO>,100.0,49678,PARACETAMOL,500 mg,PARACETAMOL,100
1,0.8714,2604733.0,CLAVUTRIM CL 12H 875mg/125mg x 14 TAB. REC.,<NINGUNO>,14.0,50462,CLAVUTRIM CL 12H,875 mg + 125 mg,AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO,14
1,0.8201,2605091.0,FLUCOXIN 150mg x 2 CAP.-QUILAB,<NINGUNO>,2.0,47215,FLUCOXIN,150 mg,FLUCONAZOL,2
2,0.8201,2605091.0,FLUCOXIN 150mg x 2 CAP.-QUILAB,<NINGUNO>,2.0,57683,FLUCOXIN,150 mg,FLUCONAZOL,2
1,0.9778,2605205.0,VODRAVOL 50mg x 100 TAB - LABOFAR,DIMENHIDRINATO - TABLETA,100.0,51383,VODRAVOL,50 mg,DIMENHIDRINATO,100
1,0.8803,2605633.0,TENSIOMAX 5mg x 20 COMP,<NINGUNO>,20.0,55202,TENSIOMAX,5 mg,CICLOBENZAPRINA CLORHIDRATO,20
2,0.8088,2605633.0,TENSIOMAX 5mg x 20 COMP,<NINGUNO>,20.0,55141,TENSIOMAX,10 mg,CICLOBENZAPRINA CLORHIDRATO,20
1,0.8409,2606098.0,UROPOL FORTE 200mg CAJA x 10 TABLETAS,<NINGUNO>,10.0,35821,UROPOL,500 mg,CIPROFLOXACINO CLORHIDRATO,10
2,0.8409,2606098.0,UROPOL FORTE 200mg CAJA x 10 TABLETAS,<NINGUNO>,10.0,61815,UROPOL,500 mg,CIPROFLOXACINO CLORHIDRATO,10
3,0.8388,2606098.0,UROPOL FORTE 200mg CAJA x 10 TABLETAS,<NINGUNO>,10.0,55079,UROPOL FORTE F,200 mg,FENAZOPIRIDINA CLORHIDRATO,10
1,0.8056,2607326.0,PROFEKET 2.5% GEL TUBO x 30 GR (KETOPROFENO),<NINGUNO>,1.0,45160,PROFEKET,2.5 %,KETOPROFENO,1
2,0.8056,2607326.0,PROFEKET 2.5% GEL TUBO x 30 GR (KETOPROFENO),<NINGUNO>,1.0,58531,PROFEKET,2.5 %,KETOPROFENO,1
1,0.8152,2607861.0,GABAPENTINA 300mg CAJA x 100 TAB.-PHARMAGEN,<NINGUNO>,100.0,39384,GABAPENTINA,300 mg,GABAPENTINA,100
2,0.8152,2607861.0,GABAPENTINA 300mg CAJA x 100 TAB.-PHARMAGEN,<NINGUNO>,100.0,41551,GABAPENTINA,300 mg,GABAPENTINA,100
3,0.8152,2607861.0,GABAPENTINA 300mg CAJA x 100 TAB.-PHARMAGEN,<NINGUNO>,100.0,41692,GABAPENTINA,300 mg,GABAPENTINA,100
1,0.8037,2609233.0,BRONPAX FORTE 30mg/5ml JBE x 120ml,<NINGUNO>,1.0,39549,BRONPAX FORTE,30 mg/ 5 mL,AMBROXOL CLORHIDRATO,1
2,0.8037,2609233.0,BRONPAX FORTE 30mg/5ml JBE x 120ml,<NINGUNO>,1.0,40381,BRONPAX,15 mg/ 5 mL,AMBROXOL CLORHIDRATO,1
1,0.8963,2610384.0,CLINDAMICINA 300mg x 100 TAB - IQFARMA,<NINGUNO>,100.0,52650,CLINDAMICINA,300 mg,CLINDAMICINA CLORHIDRATO,100
2,0.8463,2610384.0,CLINDAMICINA 300mg x 100 TAB - IQFARMA,<NINGUNO>,100.0,57561,CLINDAMICINA,300 mg,CLINDAMICINA CLORHIDRATO,500
1,0.8623,2610491.0,NEO NISOPREX 15mg/5ml SOL.x 100ml,<NINGUNO>,1.0,40321,NEO NISOPREX,15 mg/ 5 mL,PREDNISOLONA,1
2,0.8623,2610491.0,NEO NISOPREX 15mg/5ml SOL.x 100ml,<NINGUNO>,1.0,40322,NEO NISOPREX,15 mg/ 5 mL,PREDNISOLONA,1
3,0.8623,2610491.0,NEO NISOPREX 15mg/5ml SOL.x 100ml,<NINGUNO>,1.0,55457,NEO NISOPREX,15 mg/ 5 mL,PREDNISOLONA,1
1,0.9037,2610598.0,MICOFINAL 250mg x 30TAB - INDUQUIMICA,TERBINAFINA 250mg TABLETAS,30.0,38333,MICOFINAL,250 mg,TERBINAFINA CLORHIDRATO,30
1,0.9056,2610605.0,TOBRAZOL DX UNG. 0.3% OFTALMICA x 3.5g,<NINGUNO>,1.0,38634,TOBRAZOL,0.3 %,TOBRAMICINA,1
2,0.9056,2610605.0,TOBRAZOL DX UNG. 0.3% OFTALMICA x 3.5g,<NINGUNO>,1.0,55839,TOBRAZOL,0.3 %,TOBRAMICINA,1
3,0.8484,2610605.0,TOBRAZOL DX UNG. 0.3% OFTALMICA x 3.5g,<NINGUNO>,1.0,46810,TOBRAZOL DX,0.3 % + 0.1 %,DEXAMETASONA + TOBRAMICINA,1
1,0.8146,2610819.0,KETESSE 50mg/2ml CAJA x 5 AMPOLLAS - MENARINI,<NINGUNO>,5.0,42137,KETESSE,50 mg/ 2 mL,DEXKETOPROFENO TROMETAMOL,5
1,0.8895,2611505.0,DOXICICLINA 100mg x 100 CAP - AC FARMA,<NINGUNO>,100.0,41569,DOXICICLINA,100 mg,DOXICICLINA HICLATO,100
1,0.9382,2612726.0,BETARRETIN 0.025% CREMA x 30g - MEDIHEALTH,<NINGUNO>,1.0,42102,BETARRETIN,0.025 %,TRETINOINA,1
2,0.8613,2612726.0,BETARRETIN 0.025% CREMA x 30g - MEDIHEALTH,<NINGUNO>,1.0,42100,BETARRETIN,0.05 %,TRETINOINA,1
3,0.8382,2612726.0,BETARRETIN 0.025% CREMA x 30g - MEDIHEALTH,<NINGUNO>,1.0,52536,BETARRETIN,0.025 %,TRETINOINA,1
1,0.8855,2612833.0,SILDENAFILO 50mg x 4 TAB. MASTICABLE - QM FARMA,<NINGUNO>,4.0,56616,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
2,0.8277,2612833.0,SILDENAFILO 50mg x 4 TAB. MASTICABLE - QM FARMA,<NINGUNO>,4.0,56617,SILDENAFILO,100 mg,SILDENAFILO CITRATO,4
3,0.8111,2612833.0,SILDENAFILO 50mg x 4 TAB. MASTICABLE - QM FARMA,<NINGUNO>,4.0,45245,SILDENAFILO,50 mg,SILDENAFILO,4
1,0.8895,2612940.0,SILDENAFILO 100mg x 4 TAB. MASTICABLE - QM FARMA,<NINGUNO>,4.0,56617,SILDENAFILO,100 mg,SILDENAFILO CITRATO,4
2,0.8277,2612940.0,SILDENAFILO 100mg x 4 TAB. MASTICABLE - QM FARMA,<NINGUNO>,4.0,56616,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
1,0.8088,2613840.0,DESTOLAB 5% CREMA x 6 0gr - DAXOLAB,<NINGUNO>,1.0,57078,DESTOLAB,5 %,PERMETRINA,1
2,0.8088,2613840.0,DESTOLAB 5% CREMA x 6 0gr - DAXOLAB,<NINGUNO>,1.0,57079,DESTOLAB,5 %,PERMETRINA,1
1,0.8492,2614526.0,PARACETAMOL 1 gr x 10 TAB - GENERION,<NINGUNO>,10.0,53495,PARACETAMOL,1 g,PARACETAMOL,10
1,0.8906,2614954.0,ETORICOXIB 120mg CAJA x 30 TAB.-BONAPHARM,<NINGUNO>,30.0,51936,ETORICOXIB,120 mg,ETORICOXIB,30
2,0.8288,2614954.0,ETORICOXIB 120mg CAJA x 30 TAB.-BONAPHARM,<NINGUNO>,30.0,51934,ETORICOXIB,60 mg,ETORICOXIB,30
3,0.8288,2614954.0,ETORICOXIB 120mg CAJA x 30 TAB.-BONAPHARM,<NINGUNO>,30.0,51935,ETORICOXIB,90 mg,ETORICOXIB,30
1,0.8788,2617119.0,HIERRO SACAROSA 100 mg/5 ml CAJA x 5 AMP.-SEVEN PHARMA,<NINGUNO>,5.0,56629,HIERRO SACAROSA,100 mg/ 5 mL,COMPLEJO DE HIDROXIDO DE HIERRO (III) CON SACAROSA,5
2,0.8214,2617119.0,HIERRO SACAROSA 100 mg/5 ml CAJA x 5 AMP.-SEVEN PHARMA,<NINGUNO>,5.0,59458,HIERRO SACAROSA,100 mg/ 5 mL,HIERRO SUCROSA,5
3,0.8214,2617119.0,HIERRO SACAROSA 100 mg/5 ml CAJA x 5 AMP.-SEVEN PHARMA,<NINGUNO>,5.0,61206,HIERRO SACAROSA,100 mg/ 5 mL,HIERRO SUCROSA,5
1,0.8631,2617333.0,FLAXEL 200MG x 100 CAPS. - MEDIFARMA,<NINGUNO>,100.0,45848,FLAXEL,200 mg,CELECOXIB,100
2,0.8131,2617333.0,FLAXEL 200MG x 100 CAPS. - MEDIFARMA,<NINGUNO>,100.0,37794,FLAXEL,200 mg,CELECOXIB,30
1,0.8903,2617654.0,LOSARTAN 50mg x 120 TAB - AC FARMA,<NINGUNO>,120.0,57007,LOSARTAN,50 mg,LOSARTAN POTASICO,120
2,0.8403,2617654.0,LOSARTAN 50mg x 120 TAB - AC FARMA,<NINGUNO>,120.0,7008,LOSARTAN,50 mg,LOSARTAN POTASICO,100
3,0.8403,2617654.0,LOSARTAN 50mg x 120 TAB - AC FARMA,<NINGUNO>,120.0,43477,LOSARTAN,50 mg,LOSARTAN POTASICO,100
1,0.8202,2618554.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DANY GRAVDAN,<NINGUNO>,10.0,60316,DIMENHIDRINATO,50 mg/ mL,DIMENHIDRINATO,10
2,0.8183,2618554.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DANY GRAVDAN,<NINGUNO>,10.0,40228,DIMENHIDRINATO,50 mg,DIMENHIDRINATO,100
3,0.8008,2618554.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DANY GRAVDAN,<NINGUNO>,10.0,56778,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,10
1,0.916,2619668.0,PREDNISONA 50mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,49015,PREDNISONA,50 mg,PREDNISONA,100
2,0.8882,2619668.0,PREDNISONA 50mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,42909,PREDNISONA,5 mg,PREDNISONA,100
3,0.8716,2619668.0,PREDNISONA 50mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,44022,PREDNISONA,20 mg,PREDNISONA,100
1,0.8693,2621726.0,CEFALOGEN 500mg IM S.INYECTABLE x 1 AMP.,<NINGUNO>,1.0,51710,CEFALOGEN,500 mg,CEFTRIAXONA + LIDOCAINA CLORHIDRATO,1
1,0.8851,2621833.0,PERIVASC 450mg+50mg x 30 COMP,<NINGUNO>,30.0,56381,PERIVASC,450 mg + 50 mg,DIOSMINA,30
2,0.8108,2621833.0,PERIVASC 450mg+50mg x 30 COMP,<NINGUNO>,30.0,56749,PERIVASC,1000 mg,DIOSMINA,30
1,0.8895,2623419.0,ORFENADRINA 100mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,55910,ORFENADRINA,100 mg,ORFENADRINA CITRATO,100
1,0.8943,2623526.0,CEFUROXIMA 500mg x 50 TAB - IQ FARMA,<NINGUNO>,50.0,51670,CEFUROXIMA,500 mg,CEFUROXIMA AXETIL,50
1,0.8125,2624098.0,"PROLONG 1000 NF 9,6% FCO x 10g",<NINGUNO>,1.0,39001,PROLONG 1000 NF,9.6 %,LIDOCAINA,1
1,0.825,2625112.0,LINCOMICINA 600mg x 6 AMP - PORTUGAL,<NINGUNO>,6.0,55678,LINCOMICINA,600 mg/ 2 mL,LINCOMICINA CLORHIDRATO,6
1,0.897,2626226.0,APRONAX 550mg  CAJA x 20 TABLETAS,<NINGUNO>,20.0,50962,APRONAX,550 mg,NAPROXENO SODICO,20
2,0.8756,2626226.0,APRONAX 550mg  CAJA x 20 TABLETAS,<NINGUNO>,20.0,37668,APRONAX,550 mg,NAPROXENO,120
3,0.847,2626226.0,APRONAX 550mg  CAJA x 20 TABLETAS,<NINGUNO>,20.0,40368,APRONAX,550 mg,NAPROXENO SODICO,60
1,0.8117,2626868.0,BENALGIN B12 x 1 AMP. 1ml,<NINGUNO>,1.0,51817,BENALGIN B12,1 mg/ mL,HIDROXICOBALAMINA,1
1,0.8783,2627554.0,CORTAFAN FORTE 220mg/5ml SUSP. x 100ml,<NINGUNO>,1.0,56939,CORTAFAN FORTE,220 mg/ 5 mL,NIFUROXAZIDA,1
1,0.8746,2627661.0,KETINOR 1080mg CAJA x 50 TAB.-(CITRATO DE POTASIO),<NINGUNO>,50.0,55045,KETINOR,1080 mg,CITRATO DE POTASIO,50
1,0.8714,2628454.0,DESLORATADINA 5mg x 100 TAB - PORTUGAL,<NINGUNO>,100.0,55262,DESLORATADINA,5 mg,DESLORATADINA,100
1,0.9167,2628561.0,DERMOSUPRIL 0.1% CREMA - MEGALABS,<NINGUNO>,1.0,41423,DERMOSUPRIL,0.1 %,DESONIDA,1
2,0.831,2628561.0,DERMOSUPRIL 0.1% CREMA - MEGALABS,<NINGUNO>,1.0,40566,DERMOSUPRIL,0.05 %,DESONIDA,1
3,0.831,2628561.0,DERMOSUPRIL 0.1% CREMA - MEGALABS,<NINGUNO>,1.0,44750,DERMOSUPRIL,0.05 %,DESONIDA,1
1,0.9167,2628668.0,DERMOSUPRIL 0.05% CREMA - MEGALABS,<NINGUNO>,1.0,40566,DERMOSUPRIL,0.05 %,DESONIDA,1
2,0.9167,2628668.0,DERMOSUPRIL 0.05% CREMA - MEGALABS,<NINGUNO>,1.0,44750,DERMOSUPRIL,0.05 %,DESONIDA,1
3,0.831,2628668.0,DERMOSUPRIL 0.05% CREMA - MEGALABS,<NINGUNO>,1.0,41423,DERMOSUPRIL,0.1 %,DESONIDA,1
1,0.9,2628989.0,VAFEXIN 75 mg x 20 CAP - AC FARMA,<NINGUNO>,20.0,44756,VAFEXIN,75 mg,VENLAFAXINA CLORHIDRATO,20
1,0.8125,2629247.0,ACICLOVIR AL 5% CREMA x 5gr - IQ.FARMA,<NINGUNO>,1.0,33775,ACICLOVIR,5 %,ACICLOVIR,1
2,0.8125,2629247.0,ACICLOVIR AL 5% CREMA x 5gr - IQ.FARMA,<NINGUNO>,1.0,40290,ACICLOVIR,5 %,ACICLOVIR,1
3,0.8125,2629247.0,ACICLOVIR AL 5% CREMA x 5gr - IQ.FARMA,<NINGUNO>,1.0,40572,ACICLOVIR,5 %,ACICLOVIR,1
1,0.8895,2630077.0,ORFENADRINA 100mg x 100 TAB - PORTUGAL,<NINGUNO>,100.0,55608,ORFENADRINA,100 mg,ORFENADRINA CITRATO,100
1,0.896,2630512.0,ESPIRONOLACTONA 25mg x 100 TAB - IQFARMA,<NINGUNO>,100.0,47620,ESPIRONOLACTONA,25 mg,ESPIRONOLACTONA,100
1,0.8422,2631626.0,IRBESEL HC 300/12.5mg CAJA x 20 TABLETAS,<NINGUNO>,20.0,57014,IRBESEL,150 mg,IRBESARTAN,20
2,0.8197,2631626.0,IRBESEL HC 300/12.5mg CAJA x 20 TABLETAS,<NINGUNO>,20.0,58944,IRBESEL® HC,150 mg + 12.5 mg,HIDROCLOROTIAZIDA + IRBESARTAN,20
3,0.8197,2631626.0,IRBESEL HC 300/12.5mg CAJA x 20 TABLETAS,<NINGUNO>,20.0,58945,IRBESEL HC,300 mg + 12.5 mg,HIDROCLOROTIAZIDA + IRBESARTAN,20
1,0.8096,2631947.0,DUTARIDE 0.5mg x 30 CAP - SHERFARMA,<NINGUNO>,1.0,42637,DUTARIDE,0.5 mg,DUTASTERIDA,30
2,0.8096,2631947.0,DUTARIDE 0.5mg x 30 CAP - SHERFARMA,<NINGUNO>,1.0,53875,DUTARIDE,0.5 mg,DUTASTERIDA,30
1,0.8906,2632205.0,NORMOPRESS 150mg x 30TAB - AC FARMA,<NINGUNO>,30.0,56766,NORMOPRESS®,150 mg,IRBESARTAN,30
2,0.8179,2632205.0,NORMOPRESS 150mg x 30TAB - AC FARMA,<NINGUNO>,30.0,44248,NORMOPRESS,300 mg,IRBESARTAN,30
1,0.8818,2633747.0,CARBAMAZEPINA 200mg x 100 TAB - PORTUGAL,<NINGUNO>,100.0,57363,CARBAMAZEPINA,200 mg,CARBAMAZEPINA,100
1,0.9028,2634112.0,ACNOTIN 10mg x 30 CAP - BAGO,<NINGUNO>,30.0,41789,ACNOTIN,10 mg,ISOTRETINOINA,30
2,0.8583,2634112.0,ACNOTIN 10mg x 30 CAP - BAGO,<NINGUNO>,30.0,41790,ACNOTIN,20 mg,ISOTRETINOINA,30
1,0.8844,2634540.0,GEMFIBROZILO 600mg x 30 TAB. IQ FARMA,<NINGUNO>,30.0,45800,GEMFIBROZILO,600 mg,GEMFIBROZILO,30
2,0.8344,2634540.0,GEMFIBROZILO 600mg x 30 TAB. IQ FARMA,<NINGUNO>,30.0,43473,GEMFIBROZILO,600 mg,GEMFIBROZILO,100
1,0.9088,2635226.0,DIPHA-SCBIX AL 5% x 30gr CREMA,<NINGUNO>,1.0,50572,DIPHA - SCBIX,5 %,PERMETRINA,1
2,0.9088,2635226.0,DIPHA-SCBIX AL 5% x 30gr CREMA,<NINGUNO>,1.0,50648,DIPHA - SCBIX,5 %,PERMETRINA,1
3,0.9088,2635226.0,DIPHA-SCBIX AL 5% x 30gr CREMA,<NINGUNO>,1.0,54013,DIPHA - SCBIX,5 %,PERMETRINA,1
1,0.859,2636875.0,MELOXICAM 15mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,40361,MELOXICAM,15 mg,MELOXICAM,100
1,0.8732,2638889.0,NOCTAMID 50mg x 30 COMPRIMIDOS - PHARMED,<NINGUNO>,30.0,56609,NOCTAMID,50 mg,DIFENHIDRAMINA CLORHIDRATO,30
2,0.8232,2638889.0,NOCTAMID 50mg x 30 COMPRIMIDOS - PHARMED,<NINGUNO>,30.0,52719,NOCTAMID,50 mg,DIFENHIDRAMINA CLORHIDRATO,40
1,0.9008,2639040.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DIPHASAC,<NINGUNO>,10.0,56778,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,10
2,0.8202,2639040.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DIPHASAC,<NINGUNO>,10.0,60316,DIMENHIDRINATO,50 mg/ mL,DIMENHIDRINATO,10
3,0.8008,2639040.0,DIMENHIDRINATO 50mg/5ml x 10AMP - DIPHASAC,<NINGUNO>,10.0,56953,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,10
1,0.8068,2639468.0,PENTOXIFILINA 400mg x 30 TAB.- IQ. FARMA,<NINGUNO>,30.0,52378,PENTOXIFILINA,400 mg,PENTOXIFILINA,30
2,0.8068,2639468.0,PENTOXIFILINA 400mg x 30 TAB.- IQ. FARMA,<NINGUNO>,30.0,52663,PENTOXIFILINA,400 mg,PENTOXIFILINA,30
3,0.8068,2639468.0,PENTOXIFILINA 400mg x 30 TAB.- IQ. FARMA,<NINGUNO>,30.0,56834,PENTOXIFILINA,400 mg,PENTOXIFILINA,30
1,0.8713,2639682.0,OMEPRAZOL 40mg x 10 AMP - DANY,<NINGUNO>,10.0,61167,OMEPRAZOL,40 mg,OMEPRAZOL SODICO,10
2,0.859,2639682.0,OMEPRAZOL 40mg x 10 AMP - DANY,<NINGUNO>,10.0,53208,OMEPRAZOL,40 mg,OMEPRAZOL,10
